time_ms,voltage_mV,input_current_nA,spike
530.6800000000001,-40.03636781014455,20.220524771626234,1
225.70000000000002,-48.345422481947,19.561036569918706,0
1090.7600000000002,-40.053739197233995,20.055064089222196,1
344.08000000000004,-40.02050127671804,20.663969645271376,1
508.82000000000005,-47.72021691424199,19.00264219965586,0
1983.2500000000002,-40.08146214016776,20.39251315828949,1
1526.24,-54.7197967904558,20.44568293740166,0
657.2600000000001,-55.6009209722251,20.09127969449302,0
149.88000000000002,-40.04953272733183,20.37304345674192,1
680.1600000000001,-40.06647544192309,19.47690971362709,1
407.43,-45.72398592033125,20.19703519131859,0
368.74,-40.15933156827941,20.777197937736144,1
1582.24,-40.06685442121608,20.20717340584282,1
405.68,-40.133414908320354,20.27744425078465,1
1565.6200000000001,-40.06497600650575,20.42059563605214,1
1401.6000000000001,-40.12709301362364,19.38564199582541,1
1026.2600000000002,-42.229087331741624,19.134477816706863,0
1623.19,-40.110803998520545,19.80845890848715,1
1594.3100000000002,-40.03060486623525,20.19266474278901,1
786.0300000000001,-40.05189377383536,21.00547045182921,1
681.8100000000001,-40.006083708434296,19.372190496673994,1
511.97999999999996,-40.07082452954358,19.564339710124486,1
1714.3000000000002,-40.092812846773214,19.8563081314296,1
1873.3600000000001,-40.00531655103229,20.249653986699556,1
226.52,-54.013261423577674,19.755016204588717,0
1813.0300000000002,-57.64100807653888,20.035740075147423,0
1445.78,-40.16258869732707,20.881172479779764,1
1979.63,-40.03145750277422,20.39331288678067,1
1651.3000000000002,-40.067932936363235,19.741472712334723,1
229.82000000000002,-42.251160198361724,20.01070240540417,0
547.08,-40.04265092546746,19.469231247586265,1
1019.6100000000001,-40.13226399038034,19.76938665082247,1
438.33000000000004,-60.37705321236977,19.507022886917092,0
1981.93,-40.12265480389658,20.14754213089508,1
1.68,-40.026376486076984,19.325677602879175,1
300.55,-55.54906320964647,20.584925462223318,0
227.36,-46.169678711629004,19.669567473129668,0
350.88,-40.1476502849749,20.03188431638915,1
1743.18,-40.09974658079836,20.052874346422286,1
894.57,-40.02504582466199,19.813438497278426,1
1656.7500000000002,-40.04717686465967,20.602793254648393,1
1280.7700000000002,-40.10143228158492,19.9419573512186,1
1206.94,-51.79573874486858,21.006336233091307,0
1547.0600000000002,-60.66121562951225,19.148858690545005,0
509.74000000000007,-40.047338391003855,19.322625693661834,1
1605.6800000000003,-40.03458094731246,18.893180255514363,1
511.21999999999997,-40.095345165428164,19.74361907000019,1
1313.83,-54.16049027980288,20.10951847126352,0
451.62,-40.14092716805321,20.226480286011377,1
1996.8100000000002,-56.99714435718511,19.51782347496263,0
401.44,-40.11436507690389,20.638856624214206,1
572.71,-62.72869504973708,19.84447073528094,0
893.51,-40.06307115584229,20.40946309738554,1
1483.7,-63.39824081016723,19.9256967186552,0
1602.99,-46.9759974040715,19.563994157382695,0
1299.2800000000002,-40.13484621383589,20.27195114736494,1
585.3000000000001,-55.166074458711506,20.228387208292688,0
640.23,-40.04833720401867,19.981644297880518,1
1175.23,-60.87995698906415,20.30245538053519,0
1715.93,-40.12984054392273,20.162811296111357,1
160.41000000000003,-40.10135456961223,19.735952064649677,1
1745.91,-53.84517880822834,20.43464747885825,0
1957.66,-40.1120415311789,20.20307451885783,1
924.6500000000001,-59.621423017963444,19.25848955062853,0
380.3,-53.738470403549194,20.06732804171112,0
732.59,-40.1028402492993,19.720423574282183,1
436.01,-48.22191665534305,19.185909796299285,0
455.95,-48.01887913500636,19.970915146261795,0
952.7500000000001,-40.10092887953404,20.674826733339103,1
1065.94,-45.46491306197724,20.38215114775963,0
784.0100000000001,-40.035915786042025,21.386768559967887,1
677.5500000000001,-40.09379148298667,20.142343285913906,1
1469.0700000000002,-40.09208839218511,19.94703684979304,1
716.71,-46.10076744615389,19.511429531381705,0
1203.8200000000002,-40.07969361269914,20.801460029698024,1
1425.91,-40.04010369891445,19.36125839893922,1
1267.63,-42.83560308034363,20.42469160129152,0
994.9000000000001,-40.09830423376867,19.860274207475584,1
1945.7600000000002,-40.12371714079029,20.39238109220675,1
1679.52,-40.116446413500704,19.464790559403625,1
370.56000000000006,-40.15823276975532,20.494718413212762,1
1039.45,-61.30745453226424,20.505607679896947,0
1583.92,-40.00187662103662,20.112162709570246,1
737.02,-42.26523706814414,20.72047092015939,0
1820.66,-40.02112457444534,19.591788557492798,1
68.27000000000001,-49.27879431955186,19.810671844522822,0
328.72,-57.412204716453836,20.28713150378181,0
437.6,-47.14573793506164,19.37636242961256,0
856.9100000000001,-52.94561355239816,20.179889345320717,0
